id,title_english,title_romaji,genres,averageScore,format,popularity,title
21594,From Young Girls into Whores...,Shoujo kara Shoujo e...,Hentai Romance,64.0,OVA,2256,From Young Girls into Whores...
21595,Haven't You Heard? I'm Sakamoto,Sakamoto desu ga?,Comedy Slice of Life,73.0,TV,175507,Haven't You Heard? I'm Sakamoto
21596,Digimon Adventure tri. Chapter 3: Confession,Digimon Adventure tri. 3: Kokuhaku,Action Adventure Drama Fantasy Sci-Fi,73.0,MOVIE,16164,Digimon Adventure tri. Chapter 3: Confession
21597,Magic of Stella,Stella no Mahou,Comedy Slice of Life,66.0,TV,12948,Magic of Stella
21599,Grimgar of Fantasy and Ash OVA 2.5,Hai to Gensou no Grimgar OVA 2.5,Action Adventure Fantasy,63.0,SPECIAL,16027,Grimgar of Fantasy and Ash OVA 2.5
21600,Meow Meow Japanese History,Neko Neko Nihonshi,Comedy,56.0,TV_SHORT,1184,Meow Meow Japanese History
21601,Shonen Ashibe GO! GO! Goma-chan,Shounen Ashibe GO! GO! Goma-chan,Comedy Slice of Life,53.0,TV_SHORT,965,Shonen Ashibe GO! GO! Goma-chan
21608,Cerberus,Seisen Cerberus: Ryuukoku no Fatalité,Action Fantasy,51.0,TV,20688,Cerberus
21610,My Wife is the Student Council President+!,Okusama ga Seitokaichou!+!,Comedy Ecchi,61.0,TV_SHORT,36213,My Wife is the Student Council President+!
21611,Endride,Endride,Adventure Fantasy,47.0,TV,14541,Endride
21612,Onigiri,Onigiri,Adventure Comedy Fantasy,48.0,TV_SHORT,8398,Onigiri
21614,Dropout,Dropout,Hentai,63.0,OVA,8768,Dropout
21626,Handa-kun,Handa-kun,Comedy Slice of Life,70.0,TV,73818,Handa-kun
21627,Girlish Number,Gi(a)rlish Number,Comedy Slice of Life,66.0,TV,30199,Girlish Number
21629,Noblesse: Awakening,NOBLESSE:Awakening,Action Supernatural,69.0,ONA,28627,Noblesse: Awakening
21631,Poco's Udon World,Udon no Kuni no Kiniro Kemari,Fantasy Slice of Life,75.0,TV,32131,Poco's Udon World
21636,Kagewani ~II~,KAGEWANI: Shou,Horror Mystery Supernatural Thriller,59.0,TV_SHORT,4110,Kagewani ~II~
21637,Space Patrol Luluco,Uchuu Patrol Luluco,Action Adventure Comedy Romance Sci-Fi,73.0,TV_SHORT,48181,Space Patrol Luluco
21638,Sound! Euphonium The Movie: Welcome to the Kitauji High School Concert Band,Hibike! Euphonium: Kitauji Koukou Suisougaku-bu e Youkoso,Drama Music Slice of Life,74.0,MOVIE,10670,Sound! Euphonium The Movie: Welcome to the Kitauji High School Concert Band
21639,Keijo!!!!!!!!,Keijo!!!!!!!!,Comedy Ecchi Sports,67.0,TV,99619,Keijo!!!!!!!!
21640,Blood Blockade Battlefront: King of Kings Restaurant Fit for a King,Kekkai Sensen: Ousama no Restaurant no Ousama,Action Comedy Supernatural,71.0,OVA,13325,Blood Blockade Battlefront: King of Kings Restaurant Fit for a King
21641,OZMAFIA!!,OZMAFIA!!,Comedy Fantasy,47.0,TV_SHORT,4377,OZMAFIA!!
21643,The Morose Mononokean,Fukigen na Mononokean,Supernatural,71.0,TV,28582,The Morose Mononokean
21644,Puzzle & Dragons X,Puzzle & Dragons X,Fantasy,58.0,TV,2257,Puzzle & Dragons X
21647,Orange,orange,Drama Romance Supernatural,74.0,TV,215294,Orange
21650,Monster Musume: Everyday Life With Monster Girls OVA,Monster Musume no Iru Nichijou SP,Comedy Ecchi Fantasy Romance,68.0,OVA,27448,Monster Musume: Everyday Life With Monster Girls OVA
21651,Pokémon the Movie: Volcanion and the Mechanical Marvel,Pokémon The Movie XY&Z: Volcanion to Karakuri no Magearna,Action Adventure Fantasy,64.0,MOVIE,10469,Pokémon the Movie: Volcanion and the Mechanical Marvel
21652,Future Card Buddyfight Triple D,Future Card Buddyfight DDD,Action Sci-Fi,62.0,TV,1528,Future Card Buddyfight Triple D
21655,Nyanbo!,Nyanbo!,Comedy Slice of Life,59.0,TV_SHORT,2314,Nyanbo!
21658,MOBILE SUIT GUNDAM UNICORN RE:0096,Kidou Senshi Gundam Unicorn RE: 0096,Action Drama Mecha Sci-Fi,74.0,TV,10100,MOBILE SUIT GUNDAM UNICORN RE:0096
21659,Sweetness & Lightning,Amaama to Inazuma,Comedy Slice of Life,73.0,TV,78867,Sweetness & Lightning
21660,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Is It Wrong to Expect a Hot Spring in a Dungeon?,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka: Dungeon ni Onsen wo Motomeru no wa Machigatteiru Darou ka,Adventure Comedy Ecchi Fantasy Romance,67.0,OVA,47095,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Is It Wrong to Expect a Hot Spring in a Dungeon?
21661,Soul Buster,Soul Buster,Action,49.0,TV_SHORT,4413,Soul Buster
21666,Ninja Girl & Samurai Master,Nobunaga no Shinobi,Comedy,68.0,TV_SHORT,8209,Ninja Girl & Samurai Master
21668,In school trip to the nudist beach!!,Nudist Beach ni Shuugakuryokou de!! THE ANIMATION,Hentai Romance,66.0,OVA,5080,In school trip to the nudist beach!!
21670,Energy Kyouka!! Getting Off Edition,Energy Kyouka!!,Hentai,65.0,OVA,5057,Energy Kyouka!! Getting Off Edition
21674,Luger Code 1951,Luger Code 1951,Action Fantasy,60.0,ONA,4957,Luger Code 1951
21679,Bungo Stray Dogs 2,Bungou Stray Dogs 2nd Season,Action Comedy Mystery Supernatural,81.0,TV,220684,Bungo Stray Dogs 2
21682,Tiger Mask W,Tiger Mask W,Action Drama Sports,63.0,TV,5654,Tiger Mask W
21686,"Kiss Him, Not Me",Watashi ga Motete Dousunda,Comedy Romance,65.0,TV,96353,"Kiss Him, Not Me"
21688,The Ancient Magus' Bride: Those Awaiting a Star,Mahoutsukai no Yome: Hoshi Matsu Hito,Drama Fantasy,79.0,OVA,68816,The Ancient Magus' Bride: Those Awaiting a Star
21691,Food Wars! Shokugeki no Soma OVA,Shokugeki no Souma OVA,Comedy Ecchi,71.0,OVA,32667,Food Wars! Shokugeki no Soma OVA
21694,Crane Game Girls,Bishoujo Yuugi Unit Crane Game Girls,Comedy,43.0,TV_SHORT,2746,Crane Game Girls
21695,Durarara!! X2 The Third Arc: DuFuFuFu!!,Durarara!!x2 Ketsu: DuFuFuFu!!,Action Mystery Supernatural,73.0,OVA,15593,Durarara!! X2 The Third Arc: DuFuFuFu!!
21697,Aikatsu Stars! The Movie,Aikatsu Stars! Movie,Music,72.0,MOVIE,2453,Aikatsu Stars! The Movie
21698,HAIKYU!! 3rd Season,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Comedy Drama Sports,87.0,TV,333978,HAIKYU!! 3rd Season
21702,BATTERY the animation,Battery,Drama Slice of Life Sports,53.0,TV,11535,BATTERY the animation
21703,The Great Passage,Fune wo Amu,Drama Romance Slice of Life,74.0,TV,35936,The Great Passage
21704,Bananya,Bananya,Comedy Fantasy Slice of Life,63.0,TV_SHORT,19618,Bananya
21707,Regalia: The Three Sacred Stars,Regalia: The Three Sacred Stars,Mecha Sci-Fi,56.0,TV,7624,Regalia: The Three Sacred Stars
21708,Occultic;Nine,Occultic;Nine,Mystery Sci-Fi Supernatural Thriller,65.0,TV,44688,Occultic;Nine
21709,Yuri!!! on ICE,Yuuri!!! on ICE,Comedy Drama Sports,77.0,TV,215085,Yuri!!! on ICE
21710,Natsume's Book of Friends Season 5,Natsume Yuujinchou Go,Drama Fantasy Slice of Life Supernatural,84.0,TV,37350,Natsume's Book of Friends Season 5
21711,91 Days,91Days,Action Drama Psychological,76.0,TV,182526,91 Days
21713,Cheer Boys!!,Cheer Danshi!!,Slice of Life Sports,63.0,TV,13943,Cheer Boys!!
21714,FLIP FLAPPERS,Flip Flappers,Action Adventure Comedy Fantasy Mahou Shoujo Psychological Sci-Fi,74.0,TV,64075,FLIP FLAPPERS
21715,Scorching Ping Pong Girls,Shakunetsu no Takkyuu Musume,Sports,68.0,TV,16305,Scorching Ping Pong Girls
21727,Aware! Meisaku-kun,Aware! Meisaku-kun,Comedy,44.0,TV_SHORT,408,Aware! Meisaku-kun
21728,Brotherhood Final Fantasy XV,BROTHERHOOD FINAL FANTASY XV,Action Adventure Fantasy,66.0,ONA,18631,Brotherhood Final Fantasy XV
21729,Kingsglaive Final Fantasy XV,Kingsglaive Final Fantasy XV,Action Adventure Drama Fantasy Sci-Fi,70.0,MOVIE,13582,Kingsglaive Final Fantasy XV
21732,Planetarian,planetarian: Chiisana Hoshi no Yume,Drama Fantasy Sci-Fi,73.0,ONA,28614,Planetarian
21739,We Are Luck and Logic Club 2,"Watashitachi, Luck Logic-bu! 2",Comedy,48.0,ONA,857,We Are Luck and Logic Club 2
21740,BBK/BRNK The Gentle Giants of the Galaxy,Bubuki Buranki: Hoshi no Kyojin,Action Drama Mecha Sci-Fi,64.0,TV,5705,BBK/BRNK The Gentle Giants of the Galaxy
21741,Touken Ranbu - Hanamaru,Touken Ranbu: Hanamaru,Action Comedy Drama Fantasy Slice of Life,63.0,TV,20140,Touken Ranbu - Hanamaru
21747,Sca-red Rider XechS,Scared Rider XechS,Adventure Romance Sci-Fi,46.0,TV,4324,Sca-red Rider XechS
21749,Mobile Suit GUNDAM Iron Blooded Orphans 2,Kidou Senshi Gundam: Tekketsu no Orphans 2,Action Drama Mecha Sci-Fi,79.0,TV,35422,Mobile Suit GUNDAM Iron Blooded Orphans 2
21750,Majestic Prince: Genetic Awakening,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,Action Mecha Sci-Fi,66.0,MOVIE,2267,Majestic Prince: Genetic Awakening
21751,B-PROJECT,B-PROJECT: Kodou*Ambitious,Drama Music,60.0,TV,10188,B-PROJECT
21752,Majestic Prince: Wings to the Future,Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,Action Mecha Sci-Fi,60.0,SPECIAL,1811,Majestic Prince: Wings to the Future
21753,KINMOZA! Pretty Days,Kiniro Mosaic: Pretty Days,Comedy Slice of Life,73.0,OVA,9253,KINMOZA! Pretty Days
21755,Time Bokan 24,Time Bokan 24,Action Comedy Mecha Sci-Fi,51.0,TV,1775,Time Bokan 24
21757,The Moment You Fall in Love,Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai,Drama Romance Slice of Life,68.0,MOVIE,33851,The Moment You Fall in Love
21759,STARMYU OVA,Star Mu OVA,Comedy Music Slice of Life,64.0,OVA,1948,STARMYU OVA
21761,"Neko mo, Onda-ke","Neko mo, Onda-ke",Comedy Slice of Life,36.0,TV_SHORT,225,"Neko mo, Onda-ke"
21764,WWW.WAGNARIA!!,WWW.WORKING!!,Comedy Romance Slice of Life,71.0,TV,34621,WWW.WAGNARIA!!
21766,Zegapain ADP,Zegapain ADP,Action Mecha Romance Sci-Fi,60.0,MOVIE,1157,Zegapain ADP
21769,My Teen Romantic Comedy SNAFU TOO! OVA,"Yahari Ore no Seishun Love Come wa Machigatteiru. Zoku: Kitto, Onnanoko wa Osatou to Spice to Suteki na Nanika de Dekiteiru",Comedy Romance Slice of Life,78.0,OVA,66979,My Teen Romantic Comedy SNAFU TOO! OVA
21771,Planetarian: Storyteller of the Stars,planetarian: Hoshi no Hito,Drama Fantasy Sci-Fi,76.0,MOVIE,14178,Planetarian: Storyteller of the Stars
21772,Lostorage incited WIXOSS,Lostorage incited WIXOSS,Psychological,64.0,TV,14351,Lostorage incited WIXOSS
21774,Ojisan to Marshmallow: Hige-san and Marshmallow,Oji-san to Marshmallow: Hige-san to Yume Marshmallow,Comedy Slice of Life,57.0,SPECIAL,4505,Ojisan to Marshmallow: Hige-san and Marshmallow
21775,Rainbow Days OAD,Nijiiro Days OAD,Comedy Romance Slice of Life,64.0,OVA,4862,Rainbow Days OAD
21777,Myriad Colors Phantom World: The Polka Dot Miracle,Musaigen no Phantom World: Mizutama no Kiseki,Action Comedy Ecchi Supernatural,65.0,OVA,17031,Myriad Colors Phantom World: The Polka Dot Miracle
21780,Re:ZERO ~Starting Break Time From Zero~,Re:Zero kara Hajimeru Kyuukei Jikan (Break Time),Adventure Comedy Fantasy,64.0,TV_SHORT,21817,Re:ZERO ~Starting Break Time From Zero~
21782,The Highschool Life of a Fudanshi,Fudanshi Koukou Seikatsu,Comedy Slice of Life,61.0,TV_SHORT,15017,The Highschool Life of a Fudanshi
21783,Star Fox Zero: The Battle Begins,Star Fox Zero: The Battle Begins,Action Sci-Fi,57.0,ONA,1483,Star Fox Zero: The Battle Begins
21784,Kumamiko -Girl Meets Bear Specials,Kuma Miko Specials,Comedy,61.0,SPECIAL,2270,Kumamiko -Girl Meets Bear Specials
21785,Fella Hame Lips,Fella Hame Lips,Hentai Romance,67.0,OVA,3773,Fella Hame Lips
21786,Tanaka-kun is Always Listless Shorts,Tanaka-kun wa Itsumo Kedaruge Tokuten,Comedy Slice of Life,72.0,SPECIAL,11034,Tanaka-kun is Always Listless Shorts
21789,"Three Leaves, Three Colors Specials",Sansha Sanyou Specials,Comedy Slice of Life,64.0,SPECIAL,2409,"Three Leaves, Three Colors Specials"
21796,Chi's Sweet Adventure,Koneko no Chii: Ponponra Daibouken,Comedy Slice of Life,62.0,TV_SHORT,2199,Chi's Sweet Adventure
21797,Rainy Cocoa in Hawaii,Ameiro Cocoa in Hawaii,Comedy Slice of Life,42.0,TV_SHORT,1686,Rainy Cocoa in Hawaii
21799,AJIN: Demi-Human 2,Ajin 2,Action Horror Mystery Supernatural,73.0,TV,58871,AJIN: Demi-Human 2
21800,Tanaka-kun wa Kyou mo Kedaruge,Tanaka-kun wa Kyou mo Kedaruge,Comedy,70.0,ONA,12201,Tanaka-kun wa Kyou mo Kedaruge
21802,Kiitaro's yokai picture diary,Kiitarou Shounen no Youkai Enikki,Comedy Romance Slice of Life,59.0,TV_SHORT,7327,Kiitaro's yokai picture diary
21803,Kubikiri Cycle: The Blue Savant and the Nonsense User,Kubikiri Cycle: Aoiro Savant to Zaregotozukai,Drama Mystery Psychological Thriller,76.0,OVA,41700,Kubikiri Cycle: The Blue Savant and the Nonsense User
21804,The Disastrous Life of Saiki K.,Saiki Kusuo no Ψ-nan,Comedy Slice of Life Supernatural,83.0,TV_SHORT,317745,The Disastrous Life of Saiki K.
21808,Tsubasa to Hotaru (2016),Tsubasa to Hotaru (2016),Romance,55.0,SPECIAL,1411,Tsubasa to Hotaru (2016)
21812,Onara Goro,Onara Gorou,Comedy,45.0,TV_SHORT,4162,Onara Goro
21815,Strike the Blood Second,Strike the Blood II,Action Ecchi Fantasy Supernatural,67.0,OVA,46267,Strike the Blood Second
21820,Digimon Universe App Monsters,Digimon Universe: Appli Monsters,Action Adventure Comedy Drama Fantasy Sci-Fi,62.0,TV,4455,Digimon Universe App Monsters
21821,Lupin the 3rd - Italian Game,Lupin III: Italian Game,Action Adventure Comedy,64.0,SPECIAL,2628,Lupin the 3rd - Italian Game
21824,Time Travel Girl,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,Adventure Sci-Fi,62.0,TV,4898,Time Travel Girl
21825,Danganronpa 3: The End of Hope’s Peak High School - Despair Arc,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,Action Drama Horror Mystery Psychological Sci-Fi Thriller,70.0,TV,82764,Danganronpa 3: The End of Hope’s Peak High School - Despair Arc
21831,One Piece: Heart of Gold,ONE PIECE: Heart of Gold,Action Adventure Comedy Drama Fantasy,73.0,SPECIAL,21330,One Piece: Heart of Gold
21832,Trickster,"TRICKSTER: Edogawa Ranpo ""Shounen Tantei-dan"" yori",Adventure Drama Mystery Psychological Sci-Fi,57.0,TV,24538,Trickster
21837,Gakuen Handsome,Gakuen Handsome,Comedy Romance,61.0,TV_SHORT,13287,Gakuen Handsome
21838,Izetta: The Last Witch,Shuumatsu no Izetta,Action Drama,67.0,TV,44129,Izetta: The Last Witch
21840,Hitori no Shita - The Outcast,Yi Ren Zhi Xia,Action Adventure Supernatural,64.0,TV,52069,Hitori no Shita - The Outcast
21850,Magic-Kyun! Renaissance,Magic-kyun! Renaissance,Music Romance,66.0,TV,13534,Magic-Kyun! Renaissance
21854,Miss Bernard said.,Bernard-jou Iwaku.,Comedy Slice of Life,57.0,TV_SHORT,6682,Miss Bernard said.
21859,Mysterious Joker Season 4,Kaitou Joker 4,Action Comedy Mystery,68.0,TV,1400,Mysterious Joker Season 4
21862,Haven't You Heard? I'm Sakamoto: Haven’t You Heard? I was Sakamoto,Sakamoto desu ga?: Sakamoto Deshita?,Comedy Slice of Life,67.0,OVA,28966,Haven't You Heard? I'm Sakamoto: Haven’t You Heard? I was Sakamoto
21870,Wife Eater 3,Tsumamigui 3 THE ANIMATION,Hentai,66.0,OVA,2853,Wife Eater 3
21871,ViVid Strike!,ViVid Strike!,Action Drama Mahou Shoujo Sports,67.0,TV,22958,ViVid Strike!
21873,Matoi the Sacred Slayer,Soushin Shoujo Matoi,Mahou Shoujo,63.0,TV,8740,Matoi the Sacred Slayer
21886,Anime de Training! XX,Anitore! XX: Hitotsu Yane no Shita de,Sports,52.0,TV_SHORT,4501,Anime de Training! XX
21890,Crane Game Girls Galaxy,Bishoujo Yuugi Unit Crane Game Girls Galaxy,Comedy,43.0,TV_SHORT,1273,Crane Game Girls Galaxy
21891,Re:PETIT ~Re: Starting Life in Another World From PETIT~,Re:Petit kara Hajimeru Isekai Seikatsu,Adventure Comedy Fantasy,64.0,TV_SHORT,14015,Re:PETIT ~Re: Starting Life in Another World From PETIT~
21892,Mahou Shoujo Nante Mouiidesukara Second Season,Mahou Shoujo Nante Mou Ii desu kara. 2,Comedy Mahou Shoujo Slice of Life,60.0,TV_SHORT,4723,Mahou Shoujo Nante Mouiidesukara Second Season
21893,Mobile Suit Gundam Thunderbolt: December Sky,Kidou Senshi Gundam Thunderbolt: December Sky,Action Drama Mecha Sci-Fi,78.0,MOVIE,9337,Mobile Suit Gundam Thunderbolt: December Sky
21895,SENGOKUCHOJYUGIGA,Sengoku Choujuu Giga: Kou,Comedy Supernatural,52.0,TV_SHORT,1773,SENGOKUCHOJYUGIGA
21896,Teekyuu 8,Teekyuu 8,Comedy Sports,66.0,TV_SHORT,6531,Teekyuu 8
21897,Aooni The Blue Monster,Ao Oni: The Animation,Comedy Horror,45.0,TV_SHORT,5471,Aooni The Blue Monster
87456,Too Hot For Teacher,Shoujo-tachi no Sadism THE ANIMATION,Hentai Romance,65.0,OVA,3834,Too Hot For Teacher
87476,Cardfight!! Vanguard G Next,Cardfight!! Vanguard G NEXT,Action Adventure Fantasy,64.0,TV,2971,Cardfight!! Vanguard G Next
87480,Bikini Warriors OVA,BIKINI WARRIORS OVA,Comedy Ecchi Fantasy,50.0,OVA,5736,Bikini Warriors OVA
87483,Cyborg009 Call Of Justice 3,CYBORG009 CALL OF JUSTICE 3,Action Sci-Fi,57.0,MOVIE,1234,Cyborg009 Call Of Justice 3
87487,Mobile Police Patlabor REBOOT,Kidou Keisatsu Patlabor REBOOT,Comedy Mecha Sci-Fi,61.0,MOVIE,2594,Mobile Police Patlabor REBOOT
87499,Monster Strike The Movie,MONSTER STRIKE THE MOVIE: Hajimari no Basho e,Fantasy,62.0,MOVIE,1549,Monster Strike The Movie
87501,Baki OVA,Baki: Saikyou Shikeishuu-hen,Action Sports,61.0,OVA,5569,Baki OVA
87526,Please tell me! Galko-chan OVA,Oshiete! Galko-chan: Natsuyasumitte Hontou Desu ka?,Comedy Slice of Life,68.0,OVA,8855,Please tell me! Galko-chan OVA
87528,Black Clover: Jump Festa 2016 Special,Black Clover: Jump Festa 2016 Special,Action Comedy Fantasy,63.0,SPECIAL,10894,Black Clover: Jump Festa 2016 Special
87530,Dream Festival!,Dream Festival!,Music,60.0,ONA,3235,Dream Festival!
87538,Shonen Maid Special,"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",Comedy Slice of Life,66.0,SPECIAL,1951,Shonen Maid Special
97589,The Glass Mask Year 3 Class D,3-nen D-gumi Glass no Kamen,Comedy,40.0,TV_SHORT,849,The Glass Mask Year 3 Class D
97591,Bloodivores,Shikong Shitu,Action Mystery Supernatural,48.0,ONA,20306,Bloodivores
97608,Hagane Orchestra,Hagane Orchestra,Adventure Comedy,52.0,TV_SHORT,1726,Hagane Orchestra
97616,TO BE HERO,Tu Bian Yingxiong BABA,Comedy,65.0,ONA,20202,TO BE HERO
97634,Pokémon the Series: Sun & Moon,Pocket Monsters Sun & Moon,Action Adventure Comedy Fantasy Slice of Life,68.0,TV,33963,Pokémon the Series: Sun & Moon
97669,Orange: Future,orange: Mirai,Drama Psychological Romance Sci-Fi Supernatural,73.0,MOVIE,37739,Orange: Future
97672,Danganronpa 3: The End of Hope's Peak High School - Hope Arc,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,Action Psychological Sci-Fi Thriller,70.0,SPECIAL,52564,Danganronpa 3: The End of Hope's Peak High School - Hope Arc
97715,Higanjima X,Higanjima X,Fantasy Horror,37.0,ONA,301,Higanjima X
97716,Tawawa on Monday,Getsuyoubi no Tawawa,Ecchi Slice of Life,61.0,ONA,44836,Tawawa on Monday
97731,Shelter,Shelter,Sci-Fi,80.0,MUSIC,74976,Shelter
97775,Your Magical Name is Rina Witch,Kimi no Mana wa Rina Witch,Hentai,60.0,OVA,1757,Your Magical Name is Rina Witch
97819,Soul Worker: Your Destiny Awaits,Soul Worker: Your Destiny Awaits,Action Fantasy Sci-Fi,48.0,ONA,1691,Soul Worker: Your Destiny Awaits
97892,Bangable Girl! Train Sex,Yareruko! Densha Ecchi,Hentai,61.0,OVA,2313,Bangable Girl! Train Sex
97915,Mr. Osomatsu JRA Special 2016,Osomatsu-san: Ouma de Kobanashi,Comedy Sports,68.0,SPECIAL,2517,Mr. Osomatsu JRA Special 2016
97916,Mutsugo to Ouma no Monogatari,Mutsugo to Ouma no Monogatari,Comedy,52.0,ONA,681,Mutsugo to Ouma no Monogatari
97936,Hybrid x Heart Magias Academy Ataraxia Specials,Masou Gakuen HxH Specials,Action Ecchi,60.0,SPECIAL,10801,Hybrid x Heart Magias Academy Ataraxia Specials
97951,Myriad Colors Phantom World: Limitless Phantom World,Musaigen no Phantom World: Limitless Phantom World,Comedy Fantasy Supernatural,61.0,SPECIAL,10297,Myriad Colors Phantom World: Limitless Phantom World
97952,Macross Δ Special,Macross Δ: Delta Shougekijou,Comedy,56.0,SPECIAL,885,Macross Δ Special
97958,Robot Town Sagami 2028,Robot Town Sagami 2028,Drama,54.0,ONA,298,Robot Town Sagami 2028
97966,Phoenix Wright: Ace Attorney − Spirit of Justice Prologue,Gyakuten Saiban 6 Prologue,Mystery,61.0,ONA,2294,Phoenix Wright: Ace Attorney − Spirit of Justice Prologue
97969,Ninja Girl & Samurai Master: Episode 0,Nobunaga no Shinobi: Nobunaga to Minarai Shinobi,Comedy,65.0,SPECIAL,2045,Ninja Girl & Samurai Master: Episode 0
97985,Koro Sensei Quest!,Koro-sensei Q! (ONA),Adventure Comedy Fantasy,67.0,ONA,14475,Koro Sensei Quest!
98004,Gravity Rush: The Animation - Overture,GRAVITY DAZE The Animation: Ouverture,Action Fantasy Sci-Fi,61.0,OVA,2278,Gravity Rush: The Animation - Overture
98031,Spiritpact,Ling Qi,Action Supernatural,66.0,ONA,21386,Spiritpact
98060,Tawawa on Monday Specials,Getsuyoubi no Tawawa Specials,Ecchi Slice of Life,63.0,SPECIAL,14790,Tawawa on Monday Specials
98092,Shin chan Spin-off: Aliens vs. Shinnosuke,Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,Comedy Ecchi Sci-Fi,61.0,ONA,982,Shin chan Spin-off: Aliens vs. Shinnosuke
98093,Shin chan Spin-off: Toy Wars,Crayon Shin-chan Gaiden: Omocha Wars,Action Comedy Ecchi,60.0,ONA,693,Shin chan Spin-off: Toy Wars
98094,Monster Strike the Animation: Summer Special - Mermaid Rhapsody,Monster Strike: Mermaid Rhapsody,Action Fantasy,59.0,ONA,986,Monster Strike the Animation: Summer Special - Mermaid Rhapsody
98095,Monster Strike: Winter Special - Rain of Memories,Monster Strike: Rain of Memories,Action Fantasy,57.0,ONA,962,Monster Strike: Winter Special - Rain of Memories
98105,Gijinka de Manabo!,Gijinka de Manabo!,Comedy Sci-Fi,48.0,ONA,487,Gijinka de Manabo!
98134,Aftermath,Aftermath,Drama,55.0,MUSIC,634,Aftermath
98143,Thunderbolt Fantasy: Sword Travels in the East,Thunderbolt Fantasy: Touriken Yuuki,Action Drama Fantasy,79.0,TV,5354,Thunderbolt Fantasy: Sword Travels in the East
98338,Sound! Euphonium 2 Shorts,Hibike! Euphonium 2 Specials,Comedy Music Slice of Life,67.0,SPECIAL,9541,Sound! Euphonium 2 Shorts
98547,Utawarerumono: The False Faces Specials,Utawarerumono: Itsuwari no Kamen Specials,Comedy Fantasy,59.0,SPECIAL,1667,Utawarerumono: The False Faces Specials
98582,Ace of Diamond: Second Season OVA,Diamond no Ace Second Season OVA,Comedy Sports,74.0,OVA,4465,Ace of Diamond: Second Season OVA
98604,Case Closed: Episode One - The Great Detective Turned Small,"Meitantei Conan Episode ""ONE"" Chiisakunatta Meitantei",Adventure Comedy Mystery,81.0,SPECIAL,6601,Case Closed: Episode One - The Great Detective Turned Small
98629,Rage of Bahamut: Genesis - Short Story,Shingeki no Bahamut: GENESIS - Short story,Action Adventure Fantasy Supernatural,69.0,ONA,10929,Rage of Bahamut: Genesis - Short Story
98759,Teekyuu 6 Specials,Teekyuu 6 Specials,Comedy Slice of Life Sports,56.0,SPECIAL,1829,Teekyuu 6 Specials
98760,Teekyuu 7 Specials,Teekyuu 7 Specials,Comedy Slice of Life Sports,60.0,SPECIAL,1763,Teekyuu 7 Specials
98814,Dimension W OVA,Dimension W: Short Track,Action Sci-Fi,63.0,OVA,4980,Dimension W OVA
98860,IS: Infinite Stratos 2 - Infinite Wedding,IS: Infinite Stratos 2 - Infinite Wedding,,59.0,SPECIAL,9102,IS: Infinite Stratos 2 - Infinite Wedding
98902,Runnin' Away Gelée,Nigeneko Gelée,Fantasy,46.0,MUSIC,551,Runnin' Away Gelée
99059,Inazuma Eleven: Outer Code,Inazuma Eleven: Outer Code,Action Sports,64.0,ONA,2911,Inazuma Eleven: Outer Code
99200,Full-Time Magister,Quanzhi Fashi,Action Fantasy,68.0,ONA,34771,Full-Time Magister
99527,Closers: Side Blacklambs,Closers: SIDE BLACKLAMBS,Action Sci-Fi Supernatural,53.0,ONA,3310,Closers: Side Blacklambs
99548,National Husband Bring Home SS1,Guomin Laogong Dai Huijia,Drama Romance,55.0,ONA,4480,National Husband Bring Home SS1
99657,Flowering Heart,Flowering Heart,Fantasy Mahou Shoujo Romance,59.0,TV_SHORT,2051,Flowering Heart
99663,Elsword: Ain-e Gieok Animation,Elsword: Ain-e Gieok Animation,Action Fantasy,54.0,ONA,747,Elsword: Ain-e Gieok Animation
99707,Rakshasa Street,Zhen Hun Jie,Action Drama Supernatural,70.0,ONA,14203,Rakshasa Street
100176,Usakame Special,Usakame Special,Comedy Sports,53.0,SPECIAL,1245,Usakame Special
100289,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,Crayon Shin-chan: Bakusui! Yumemi World Dai Totsugeki,Comedy,70.0,MOVIE,1457,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki
100340,Nameless,nameless,Romance,57.0,MUSIC,744,Nameless
100658,Sinbad: Night at High Noon and the Wonder Gate,Sinbad: Mahiru no Yoru to Fushigi no Mon,Adventure Drama,54.0,MOVIE,519,Sinbad: Night at High Noon and the Wonder Gate
100721,Boruto: Jump Festa 2016 Special,BORUTO: Jump Festa 2016 Special,Action Adventure Comedy,55.0,SPECIAL,3824,Boruto: Jump Festa 2016 Special
