id,title_english,title_romaji,genres,averageScore,format,popularity,title
10409,The Blackmail: Tomorrow Never Ends - Special Stage,SPECIAL STAGE: Dare ga Tameni Kane Hanaru,Hentai,40.0,SPECIAL,260,The Blackmail: Tomorrow Never Ends - Special Stage
10674,Pieces,Omake,Comedy,46.0,MOVIE,300,Pieces
10765,Hikaru no Go Special,Hikaru no Go: Tokubetsu-hen - Sabaki no Ikkyoku! Inishie no Hana yo Sake!!,Comedy Supernatural,68.0,OVA,1643,Hikaru no Go Special
10947,Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikomatic Days,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma no Hibi,Comedy Mecha Sci-Fi,58.0,SPECIAL,1734,Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikomatic Days
10949,Ghost in the Shell: Stand Alone Complex - Interval,Koukaku Kidoutai: STAND ALONE COMPLEX - Interval,Comedy Mecha Sci-Fi,56.0,SPECIAL,1751,Ghost in the Shell: Stand Alone Complex - Interval
11883,Battle of Clay 2,Nendo no Tatakai 2,Fantasy,29.0,ONA,1189,Battle of Clay 2
11897,Battle of Clay,Nendo no Tatakai,Fantasy,31.0,ONA,1543,Battle of Clay
12069,Hajime no Ippo: The Fighting! - Boxer's Fist,Hajime no Ippo: THE FIGHTING! Boxer no Kobushi,Comedy Drama Sports,78.0,SPECIAL,14625,Hajime no Ippo: The Fighting! - Boxer's Fist
12101,Magical Girl Lyrical Nanoha: Lyrical Toy Box,Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box,Mahou Shoujo,57.0,MUSIC,1351,Magical Girl Lyrical Nanoha: Lyrical Toy Box
12145,Bernard,Bbaekkom,Comedy,51.0,TV_SHORT,648,Bernard
12225,Galaxy Angel S,Galaxy Angel S,Comedy Sci-Fi,62.0,SPECIAL,952,Galaxy Angel S
12359,Pecola,Pecola,Slice of Life,46.0,TV,294,Pecola
12497,Mr. Stain on Junk Alley: Epilogue,Garakuta-doori no Stain: Epilogue,Comedy,47.0,OVA,238,Mr. Stain on Junk Alley: Epilogue
13287,Galaxy Angel: Five Sukiyaki Lunch Boxes,Galaxy Angel: Sukiyaki Bentou Goninmae,Comedy Sci-Fi,64.0,SPECIAL,1030,Galaxy Angel: Five Sukiyaki Lunch Boxes
13793,Beginning of fashion,Fashion no Hajimari,Comedy,40.0,ONA,420,Beginning of fashion
13795,The Green Wind,The Green Wind,Fantasy,46.0,SPECIAL,319,The Green Wind
14367,Cheeky Angel DVD Specials,Tenshi na Konamaiki Specials,,48.0,SPECIAL,381,Cheeky Angel DVD Specials
14743,Nara Deer Story,Nara Shika Monogatari,Comedy,49.0,ONA,274,Nara Deer Story
17215,Anpanman: the Adventure of Happie,Sore Ike! Anpanman: Happy no Daibouken,Comedy,48.0,MOVIE,198,Anpanman: the Adventure of Happie
17427,The Treasures of the Desert,Sabaku no Takara no Shiro,Drama,42.0,OVA,254,The Treasures of the Desert
17493,Tomorrow Will Become Better!: Half a Sweet Potato,Ashita Genki ni Nare!: Hanbun no Satsumaimo,Drama,46.0,MOVIE,407,Tomorrow Will Become Better!: Half a Sweet Potato
17785,Haré+Guu: Movie Special - The Illusive Pilot Film,Jungle wa Itsumo Hare Nochi Guu: Eizou Tokuten - Maboroshi no Pilot Film,Comedy,51.0,SPECIAL,350,Haré+Guu: Movie Special - The Illusive Pilot Film
20189,My Son Goku,Boku no Son Goku,Adventure,48.0,MOVIE,317,My Son Goku
20477,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,Zeonic Front: Kidou Senshi Gundam 0079,Mecha,51.0,SPECIAL,856,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.
20480,Everlasting Heart,Kimi to Boku,Drama Slice of Life,56.0,ONA,808,Everlasting Heart
20858,Mistin,Kasumin 1st Series,Fantasy Slice of Life,63.0,TV,918,Mistin
21628,Night Shift Nurses Specials,Yakin Byoutou Specials,Hentai,48.0,OVA,569,Night Shift Nurses Specials
21767,Yukidoke,Yukidoke,Horror,33.0,MOVIE,1593,Yukidoke
97593,Usagi ga Kowai,Usagi ga Kowai,Horror,38.0,MOVIE,769,Usagi ga Kowai
97594,Kaidan,Kaidan,Supernatural,41.0,MOVIE,427,Kaidan
97595,Nisou no Kuzu,Nisou no Kuzu,Psychological,42.0,MOVIE,421,Nisou no Kuzu
99713,Afro Samurai Pilot,Afro Samurai Pilot,Action,63.0,SPECIAL,3589,Afro Samurai Pilot
102000,Ghost Stories: The Headless Horsemen!! Curse of Death,Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,Horror Mystery Supernatural,67.0,SPECIAL,5985,Ghost Stories: The Headless Horsemen!! Curse of Death
102363,Puzzle of Autumn,Aki no Puzzle,,21.0,MOVIE,847,Puzzle of Autumn
102374,Pororo the Little Penguin 2,Bborongbborong Bbororo 2,,46.0,TV_SHORT,216,Pororo the Little Penguin 2
102489,Be Vague,Yume Utsutsu,,35.0,MOVIE,159,Be Vague
102506,Scenes of My Childhood,Memories: Younenki no Joukei,,33.0,MOVIE,204,Scenes of My Childhood
102580,Yellow,kiro no hito,Psychological,40.0,MOVIE,312,Yellow
102616,This Mayonnaise is too Liquid.,Kono Mayonnaise wa Yuru Sugiru,,32.0,MOVIE,488,This Mayonnaise is too Liquid.
102634,A Gaze in Summer 1942,Natsu no Shisen 1942,,38.0,MOVIE,308,A Gaze in Summer 1942
102685,Ten Nights' Dreams,Yume 10 Yoru,,29.0,MOVIE,394,Ten Nights' Dreams
102686,A Portrait of Keiichi Tanaami,Tanaami Keiichi no Shouzou,,34.0,MOVIE,220,A Portrait of Keiichi Tanaami
103431,A Whistle,Fue,,35.0,MOVIE,336,A Whistle
103432,A Clerk in Charge,Kakari,Psychological,38.0,MOVIE,262,A Clerk in Charge
103433,"Gentle Whistle, Bird and Stone","Yasashii Fue, Tori, Ishi",,38.0,MOVIE,252,"Gentle Whistle, Bird and Stone"
103434,Dancer of Vermicular,Annelida Tänzerin,,38.0,MOVIE,196,Dancer of Vermicular
103453,The Thing of Rotation for a Child,Kodomo no Kaiten no Koto,Psychological,36.0,MOVIE,302,The Thing of Rotation for a Child
103753,Consultation Room,Shinsatsushitsu,Horror,39.0,MOVIE,669,Consultation Room
104090,Paul Rusch: His Life and Dream,Yume Kakeru Kougen: Kiyosato no Chichi Paul Rusch,Drama Slice of Life,47.0,MOVIE,275,Paul Rusch: His Life and Dream
104100,Chastity at Midnight,Mayonaka wa Junketsu,Action,48.0,MUSIC,220,Chastity at Midnight
104343,Imagination Practice,Kangaeru Renshuu,,33.0,MOVIE,274,Imagination Practice
105873,Sukisho: Onsen ni Ikou!,Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,Comedy Romance,54.0,OVA,663,Sukisho: Onsen ni Ikou!
107070,Pleasant Goat and Big Big Wolf,Xi Yangyang Yu Hui Tailang,Comedy,55.0,TV_SHORT,422,Pleasant Goat and Big Big Wolf
111939,The Legend of Nezha,Nezha Chuan Qi,Adventure Fantasy Supernatural,52.0,TV,244,The Legend of Nezha
117019,New Year Special: It's New Year's! 7 x 7 = 49 Nanas? ,Shichinin no Nana: Oshougatsu Da yo! 7×7 = 49-nin no Nana?,Comedy,53.0,OVA,348,New Year Special: It's New Year's! 7 x 7 = 49 Nanas? 
118081,Devil's Organ,Akuma no Organ,Horror,41.0,MUSIC,125,Devil's Organ
119808,Frogtoise,Frogtoise,Psychological,44.0,MUSIC,147,Frogtoise
119939,10 Tokyo Warriors: The Final Battle,Tokyo Juushouden: Fuuma Gogyou Denshou,Action Adventure Supernatural,41.0,OVA,370,10 Tokyo Warriors: The Final Battle
129608,The Big O II,THE Big O (2003),Action Mecha Mystery Psychological Sci-Fi,73.0,TV,4032,The Big O II
129610,Sonic X: The Metarex Saga,Sonic X Season 2,Action Adventure Comedy Fantasy Mecha Sci-Fi,68.0,TV,3765,Sonic X: The Metarex Saga
151685,Virtually Real - Cybervenus FeiFei,Cyberdoll FeiFei,Ecchi Fantasy Sci-Fi,41.0,OVA,291,Virtually Real - Cybervenus FeiFei
356,Fate/stay night,Fate/stay night,Action Fantasy Romance Supernatural,68.0,TV,171227,Fate/stay night
465,One Piece: Mega Mecha Soldier of Karakuri Castle,ONE PIECE THE MOVIE: Karakuri-jou no Mecha Kyohei,Adventure Comedy Fantasy,67.0,MOVIE,18038,One Piece: Mega Mecha Soldier of Karakuri Castle
577,Key Princess Story Eternal Alice Rondo,Kagihime Monogatari: Eikyuu Alice Rinbukyoku,Action Drama Fantasy Mahou Shoujo Romance,56.0,TV,2043,Key Princess Story Eternal Alice Rondo
586,Ayakashi: Samurai Horror Tales,ayakashi: Japanese Classic Horror,Horror Psychological Supernatural,69.0,TV,16506,Ayakashi: Samurai Horror Tales
587,Looking Up at the Half-Moon,Hanbun no Tsuki ga Noboru Sora,Comedy Drama Romance,70.0,TV,18072,Looking Up at the Half-Moon
590,Guardian Ninja Mamoru,Kage kara Mamoru!,Comedy Romance,62.0,TV,4467,Guardian Ninja Mamoru
607,Fairy Musketeers,Otogi-juushi Akazukin,Adventure Comedy Fantasy,65.0,TV,2367,Fairy Musketeers
667,Girl Meets Girl,Kashimashi: Girl Meets Girl,Comedy Drama Romance Slice of Life,62.0,TV,10450,Girl Meets Girl
777,Hellsing Ultimate,HELLSING OVA,Action Horror Supernatural,81.0,OVA,165387,Hellsing Ultimate
789,"Momo, the Girl God of Death",Shinigami no Ballad.,Drama Fantasy Psychological Supernatural,65.0,TV,8560,"Momo, the Girl God of Death"
790,Ergo Proxy,Ergo Proxy,Adventure Mystery Psychological Sci-Fi,76.0,TV,141016,Ergo Proxy
837,Today in Class 5-2,Kyou no Go no Ni,Comedy Ecchi Romance,68.0,OVA,6059,Today in Class 5-2
846,School Rumble 2nd Term,School Rumble Ni Gakki,Comedy Romance Slice of Life,77.0,TV,23390,School Rumble 2nd Term
848,Jinki:Extend - And Then...,Jinki:Extend - Sorekara,Mecha Sci-Fi,51.0,OVA,710,Jinki:Extend - And Then...
849,The Melancholy of Haruhi Suzumiya,Suzumiya Haruhi no Yuuutsu,Comedy Mystery Sci-Fi Slice of Life Supernatural,76.0,TV,183593,The Melancholy of Haruhi Suzumiya
850,Heaven Academy,Gakuen Heaven,Comedy Drama Romance,59.0,TV,9345,Heaven Academy
853,Ouran High School Host Club,Ouran Koukou Host Club,Comedy Drama Romance Slice of Life,80.0,TV,233093,Ouran High School Host Club
855,Strawberry Panic,Strawberry Panic,Drama Romance,67.0,TV,29316,Strawberry Panic
856,Utawarerumono,Utawarerumono,Action Drama Fantasy Sci-Fi,73.0,TV,33002,Utawarerumono
857,Air Gear,Air Gear,Action Comedy Ecchi Sports,70.0,TV,54062,Air Gear
859,Digimon Data Squad,Digimon Savers,Action Adventure Comedy Drama Fantasy Sci-Fi,66.0,TV,17112,Digimon Data Squad
860,Netherworld Battle Chronicle: Disgaea,Makai Senki Disgaea,Action Comedy Fantasy,63.0,TV,7537,Netherworld Battle Chronicle: Disgaea
861,xxxHOLiC,xxxHOLiC,Comedy Drama Horror Mystery Psychological Supernatural,76.0,TV,64492,xxxHOLiC
863,Girl's High,Joshikousei,Comedy Drama Ecchi,61.0,TV,7481,Girl's High
873,.hack//Roots,.hack//Roots,Adventure Drama Fantasy Sci-Fi,65.0,TV,11308,.hack//Roots
877,NANA,NANA,Drama Music Romance Slice of Life,85.0,TV,181673,NANA
878,Zegapain,Zegapain,Action Mecha Romance Sci-Fi,70.0,TV,8749,Zegapain
879,Simoun,Simoun,Drama Fantasy Romance,70.0,TV,11121,Simoun
880,Oh! My Goddess: Flights of Fancy,Aa! Megami-sama!: Sorezore no Tsubasa,Comedy Romance Supernatural,72.0,TV,9887,Oh! My Goddess: Flights of Fancy
886,Ah My Buddha Katsu,Amaenaide yo!! Katsu!!,Comedy Ecchi Romance Slice of Life Supernatural,61.0,TV,7274,Ah My Buddha Katsu
889,Black Lagoon,BLACK LAGOON,Action Adventure Drama Thriller,78.0,TV,223859,Black Lagoon
907,Princess Princess,Princess Princess,Comedy,65.0,TV,10132,Princess Princess
908,Fullmetal Alchemist: Premium OVA Collection,Hagane no Renkinjutsushi: PREMIUM COLLECTION,Comedy Fantasy,68.0,OVA,12312,Fullmetal Alchemist: Premium OVA Collection
910,Himawari!,Himawari!,Adventure Comedy,58.0,TV,4930,Himawari!
916,Tokko,TOKKOU,Action Comedy Horror Mystery Supernatural,59.0,TV,6913,Tokko
918,Gintama,Gintama,Action Comedy Drama Sci-Fi,85.0,TV,266577,Gintama
919,Ray,RAY THE ANIMATION,Drama Romance Sci-Fi,62.0,TV,3659,Ray
933,Magical Witch Punie-Chan,Dai Mahou Touge,Comedy Mahou Shoujo Supernatural,66.0,OVA,8604,Magical Witch Punie-Chan
934,When They Cry,Higurashi no Naku Koro ni,Horror Mystery Psychological Supernatural Thriller,75.0,TV,163762,When They Cry
935,Witchblade,Witchblade,Action Sci-Fi,68.0,TV,19765,Witchblade
940,Inukami!,Inukami!,Comedy Ecchi Romance Supernatural,67.0,TV,10414,Inukami!
942,The Good Witch Of The West,Nishi no Yoki Majo: Astraea Testament,Comedy Drama Fantasy Mystery Romance,61.0,TV,3576,The Good Witch Of The West
944,The Third: The Girl with the Blue Eye,The Third: Aoi Hitomi no Shoujo,Action Adventure Sci-Fi,70.0,TV,4183,The Third: The Girl with the Blue Eye
953,Jyu-Oh-Sei: Planet of the Beast King,Juu Ou Sei,Action Adventure Drama Mystery Sci-Fi,66.0,TV,11488,Jyu-Oh-Sei: Planet of the Beast King
957,The Story of Saiunkoku,Saiunkoku Monogatari,Adventure Comedy Drama Fantasy Romance,74.0,TV,15832,The Story of Saiunkoku
962,ARIA The NATURAL,ARIA The NATURAL,Fantasy Sci-Fi Slice of Life,81.0,TV,23057,ARIA The NATURAL
965,Gargoyle of Yoshinaga House,Yoshinaga-sanchi no Gargoyle,Comedy Fantasy,66.0,TV,1505,Gargoyle of Yoshinaga House
968,Fighting Beauty Wulong Rebirth,Fighting Beauty Wulong REBIRTH,Action Comedy,56.0,TV,863,Fighting Beauty Wulong Rebirth
969,Tsubasa RESERVoir CHRoNiCLE 2nd Season,Tsubasa Chronicle 2nd Season,Adventure Drama Fantasy Mystery Romance,71.0,TV,15613,Tsubasa RESERVoir CHRoNiCLE 2nd Season
990,God Family,Kamisama Kazoku,Comedy Drama Fantasy Romance,67.0,TV,7789,God Family
1015,Full Metal Panic! The Second Raid: A Relatively Leisurely Day in the Life of a Fleet Captain,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Comedy,72.0,OVA,11229,Full Metal Panic! The Second Raid: A Relatively Leisurely Day in the Life of a Fleet Captain
1066,Shakugan no Shana Specials,Shakugan no Shana Specials,Comedy,65.0,SPECIAL,6139,Shakugan no Shana Specials
1067,Roar of the Machine God Demonbane (2006),Kishin Houkou Demonbane (2006),Action Ecchi Mecha Romance,59.0,TV,5777,Roar of the Machine God Demonbane (2006)
1140,Origin: Spirits of the Past,Giniro no Kami no Agito,Adventure Drama Fantasy Romance Sci-Fi,65.0,MOVIE,14784,Origin: Spirits of the Past
1142,Honey and Clover II,Hachimitsu to Clover II,Drama Romance Slice of Life,79.0,TV,19131,Honey and Clover II
1194,Coyote Ragtime Show,Coyote Ragtime Show,Action Adventure Comedy Mecha Sci-Fi,63.0,TV,4197,Coyote Ragtime Show
1195,The Familiar of Zero,Zero no Tsukaima,Action Adventure Comedy Ecchi Fantasy Romance,67.0,TV,141537,The Familiar of Zero
1210,Welcome to the N-H-K,NHK ni Youkoso!,Comedy Drama Psychological Romance Slice of Life,82.0,TV,177658,Welcome to the N-H-K
1212,Oban Star-Racers,Oban Star-Racers,Adventure Mecha Sci-Fi,71.0,TV,10334,Oban Star-Racers
1215,Mobile Suit Gundam Seed C.E.73: Stargazer,Kidou Senshi Gundam SEED C.E.73: Stargazer,Mecha Sci-Fi,67.0,ONA,5130,Mobile Suit Gundam Seed C.E.73: Stargazer
1218,Tonagura!,Tonagura!,Comedy Drama Ecchi Romance,61.0,TV,7991,Tonagura!
1220,Hoshizora Kiseki,Hoshizora Kiseki,Romance Sci-Fi,51.0,ONA,2800,Hoshizora Kiseki
1221,Powerpuff Girls Z,Demashitaa! Powerpuff Girls Z,Action Comedy Mahou Shoujo Sci-Fi,62.0,TV,9963,Powerpuff Girls Z
1222,We Were There,Bokura ga Ita,Drama Romance Slice of Life,67.0,TV,35378,We Were There
1247,Project Blue Earth SOS,Project BLUE Chikyuu SOS,Adventure Comedy Sci-Fi,57.0,OVA,1069,Project Blue Earth SOS
1292,Afro Samurai,Afro Samurai,Action Adventure,70.0,TV,77868,Afro Samurai
1482,D.Gray-man,D.Gray-man,Action Adventure Drama Fantasy,76.0,TV,107374,D.Gray-man
1498,Black Blood Brothers,BLACK BLOOD BROTHERS,Action Comedy Fantasy Supernatural,66.0,TV,12194,Black Blood Brothers
1501,Kaleido Star: It's Good! Goood!!,Kaleido Star: Good da yo! Goood!!,Comedy,57.0,OVA,1452,Kaleido Star: It's Good! Goood!!
1506,Case Closed: Requiem of the Detectives,Meitantei Conan: Tantei-tachi no Requiem,Mystery,78.0,MOVIE,11129,Case Closed: Requiem of the Detectives
1509,Save Me! Lollipop,Mamotte! Lollipop,Adventure Comedy Romance,63.0,TV,5076,Save Me! Lollipop
1516,Kirarin Revolution,Kirarin☆Revolution,Comedy Drama Music Romance,68.0,TV,6874,Kirarin Revolution
1519,Black Lagoon: The Second Barrage,BLACK LAGOON: The Second Barrage,Action Adventure Drama Thriller,80.0,TV,96854,Black Lagoon: The Second Barrage
1527,Pokémon: The Mastermind of Mirage Pokémon,Senritsu no Mirage Pokémon,Action Adventure Comedy Fantasy Sci-Fi,63.0,SPECIAL,11899,Pokémon: The Mastermind of Mirage Pokémon
1530,Kanon (2006),Kanon (2006),Drama Romance Slice of Life Supernatural,76.0,TV,47455,Kanon (2006)
1531,Shakugan no Shana: Koi to Onsen no Kougai Gakushuu! ,Shakugan no Shana Special: Koi to Onsen no Kougai Gakushuu!,Comedy Ecchi Fantasy Romance Supernatural,66.0,SPECIAL,6738,Shakugan no Shana: Koi to Onsen no Kougai Gakushuu! 
1534,PreCure Splash Star,Futari wa Precure: Splash☆Star,Action Adventure Comedy Fantasy Mahou Shoujo,72.0,TV,5281,PreCure Splash Star
1535,Death Note,DEATH NOTE,Mystery Psychological Supernatural Thriller,84.0,TV,854079,Death Note
1536,Arms Alchemy,Busou Renkin,Action Comedy Fantasy Supernatural,68.0,TV,24994,Arms Alchemy
1538,Pumpkin Scissors,Pumpkin Scissors,Action Comedy Drama,69.0,TV,8066,Pumpkin Scissors
1541,Fist of the Blue Sky,Souten no Ken,Action,62.0,TV,3445,Fist of the Blue Sky
1543,Brighter Than the Dawning Blue,Yoake Mae Yori Ruriiro na: Crescent Love,Comedy Romance Sci-Fi,65.0,TV,7611,Brighter Than the Dawning Blue
1546,Negima!? Magister Negi Magi,Negima!?,Adventure Comedy Ecchi Fantasy Romance,66.0,TV,18643,Negima!? Magister Negi Magi
1554,Living for the Day After Tomorrow,Asatte no Houkou,Drama Fantasy Slice of Life Supernatural,67.0,TV,5169,Living for the Day After Tomorrow
1555,Tokimeki Memorial,Tokimeki Memorial: Only Love,Comedy Romance,65.0,TV,6004,Tokimeki Memorial
1556,Demon Prince Enma,Kikoushi Enma,Ecchi Fantasy Horror Mystery Supernatural Thriller,65.0,OVA,4926,Demon Prince Enma
1557,Shonen Onmyoji,Shounen Onmyouji,Action Fantasy Supernatural,72.0,TV,8294,Shonen Onmyoji
1559,Kenichi: The Mightiest Disciple,Shijou Saikyou no Deshi Kenichi,Action Comedy,77.0,TV,46970,Kenichi: The Mightiest Disciple
1561,Lovely Idol,Lovedol: Lovely Idol,Music,56.0,TV,2077,Lovely Idol
1562,The Wallflower,Yamato Nadeshiko Shichi Henge♥,Comedy,73.0,TV,24500,The Wallflower
1565,Pokémon the Series: Diamond and Pearl,Pocket Monsters Diamond & Pearl,Action Adventure Comedy Fantasy,71.0,TV,38698,Pokémon the Series: Diamond and Pearl
1566,Ghost in the Shell: Stand Alone Complex - Solid State Society,Koukaku Kidoutai: STAND ALONE COMPLEX - Solid State Society,Mystery Sci-Fi,78.0,SPECIAL,19319,Ghost in the Shell: Stand Alone Complex - Solid State Society
1569,Otoboku: Maidens are Falling for Me,Otome wa Boku ni Koishiteru,Comedy Drama Romance Slice of Life,66.0,TV,11642,Otoboku: Maidens are Falling for Me
1571,Ghost Hunt,Ghost Hunt,Comedy Horror Mystery Supernatural,73.0,TV,37202,Ghost Hunt
1575,Code Geass: Lelouch of the Rebellion,Code Geass: Hangyaku no Lelouch,Action Drama Mecha Sci-Fi Thriller,85.0,TV,440312,Code Geass: Lelouch of the Rebellion
1576,Intrigue in the Bakumatsu: Irohanihoheto,Bakumatsu Kikansetsu Irohanihoheto,Action Drama,65.0,ONA,5905,Intrigue in the Bakumatsu: Irohanihoheto
1578,Loving Angel Angelique: When Hearts Awaken,Koi Suru Tenshi Angelique: Kokoro no Mezameru Toki,Adventure Comedy Drama Fantasy Romance,60.0,TV,1812,Loving Angel Angelique: When Hearts Awaken
1579,La Corda D'Oro: Primo Passo,Kiniro no Corda: primo passo,Comedy Drama Music Romance,69.0,TV,11032,La Corda D'Oro: Primo Passo
1583,009-1,009-1,Action Mecha Sci-Fi,59.0,TV,4948,009-1
1587,Ghost Slayers Ayashi,Tenpou Ibun Ayakashi Ayashi,Supernatural,65.0,TV,3503,Ghost Slayers Ayashi
1588,Venus to Mamoru!,Mamoru-kun ni Megami no Shukufuku wo!,Comedy Romance,66.0,TV,4952,Venus to Mamoru!
1589,Bartender,Bartender,Drama Slice of Life,70.0,TV,23983,Bartender
1592,Hataraki Man,Hataraki Man,Comedy Drama Romance Slice of Life,66.0,TV,5931,Hataraki Man
1594,Hell Girl: Two Mirrors,Jigoku Shoujo: Futakomori,Horror Psychological Supernatural,75.0,TV,25346,Hell Girl: Two Mirrors
1600,Galaxy Angel Rune,Galaxy Angel Rune,Comedy Sci-Fi,61.0,TV,1491,Galaxy Angel Rune
1601,Red Garden,Red Garden,Drama Mystery Psychological Supernatural,66.0,TV,9300,Red Garden
1602,STRAIN: Strategic Armored Infantry,Soukou no Strain,Drama Ecchi Mecha Sci-Fi,66.0,TV,4676,STRAIN: Strategic Armored Infantry
1603,Super Robot Wars The Original Generation: The Divine Wars,Super Robot Taisen OG: Divine Wars,Action Mecha Sci-Fi,62.0,TV,2155,Super Robot Wars The Original Generation: The Divine Wars
1604,REBORN!,Katekyou Hitman REBORN!,Action Comedy,76.0,TV,89874,REBORN!
1606,Kekkaishi,Kekkaishi,Action Adventure Comedy Romance Supernatural,72.0,TV,18286,Kekkaishi
1607,Venus Versus Virus,Venus Versus Virus,Drama Romance Supernatural,57.0,TV,5131,Venus Versus Virus
1609,My-Otome Zwei,Mai-Otome ZWEI,Action,69.0,OVA,3313,My-Otome Zwei
1619,Magic Teacher Negima! Spring OVA,Mahou Sensei Negima! OVA Haru,Comedy Ecchi Romance,65.0,OVA,4010,Magic Teacher Negima! Spring OVA
1648,UFO Ultramaiden Valkyrie 4: Banquet of Time,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,Comedy Romance Sci-Fi,63.0,OVA,1435,UFO Ultramaiden Valkyrie 4: Banquet of Time
1654,Kashimashi: Girl Meets Girl OVA,Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,Comedy Drama Romance Slice of Life,62.0,OVA,3134,Kashimashi: Girl Meets Girl OVA
1655,Nerima Daikon Brothers,Nerima Daikon Brothers,Comedy Music,66.0,TV,1996,Nerima Daikon Brothers
1681,Brave Story,Brave Story,Action Adventure Fantasy Supernatural,70.0,MOVIE,9139,Brave Story
1682,Baldr Force EXE,Baldr Force Exe Resolution,Action Drama Mecha Sci-Fi,57.0,OVA,3613,Baldr Force EXE
1686,Bleach the Movie: Memories of Nobody,BLEACH: MEMORIES OF NOBODY,Action Adventure Drama Supernatural,71.0,MOVIE,43206,Bleach the Movie: Memories of Nobody
1689,5 Centimeters per Second,Byousoku 5 Centimeter,Drama Romance Slice of Life,71.0,MOVIE,227642,5 Centimeters per Second
1690,Bokurano,Bokurano,Drama Mecha Psychological Sci-Fi,73.0,TV,43577,Bokurano
1691,Kaze no Stigma,Kaze no Stigma,Action Drama Fantasy Romance,67.0,TV,69224,Kaze no Stigma
1692,_summer,_summer,Drama Romance,50.0,OVA,2473,_summer
1694,IDOLM@STER: XENOGLOSSIA,Idolm@ster Xenoglossia,Action Comedy Mecha Romance Sci-Fi,59.0,TV,6330,IDOLM@STER: XENOGLOSSIA
1718,Di Gi Charat: Winter Garden,Winter Garden,Drama Romance Slice of Life,62.0,SPECIAL,2183,Di Gi Charat: Winter Garden
1722,Nagasarete Airanto,Nagasarete Airantou,Comedy Ecchi Fantasy Romance,67.0,TV,18707,Nagasarete Airanto
1723,Clannad: The Motion Picture,Clannad Movie,Drama Fantasy Romance,66.0,MOVIE,29488,Clannad: The Motion Picture
1726,Devil May Cry,Devil May Cry,Action Fantasy,66.0,TV,53931,Devil May Cry
1727,Polyphonica,Shinkyoku Soukai Polyphonica,Drama Fantasy Music Romance,63.0,TV,5730,Polyphonica
1729,Maria Watches Over Us 3rd Season OVA,Maria-sama ga Miteru: 3rd Season OVA,Drama Slice of Life,75.0,OVA,4821,Maria Watches Over Us 3rd Season OVA
1731,Tales of Symphonia: The Animation - Sylvarant Arc,Tales of Symphonia THE ANIMATION: Sylvarant-hen,Action Adventure Fantasy,68.0,OVA,9316,Tales of Symphonia: The Animation - Sylvarant Arc
1732,Magic Teacher Negima! Summer OVA,Negima!? Natsu Special!?,Comedy Ecchi Fantasy Romance,65.0,OVA,3616,Magic Teacher Negima! Summer OVA
1735,Naruto: Shippuden,NARUTO: Shippuuden,Action Adventure Comedy Drama Fantasy Supernatural,82.0,TV,547606,Naruto: Shippuden
1738,Ramen Fighter Miki,Muteki Kanban Musume,Action Comedy,66.0,TV,4301,Ramen Fighter Miki
1747,Freedom,FREEDOM,Action Adventure Sci-Fi,69.0,OVA,6372,Freedom
1750,Ah My Buddha Katsu Special,Amaenaide yo!! Katsu!! Special,Comedy Ecchi Romance Supernatural,60.0,SPECIAL,2505,Ah My Buddha Katsu Special
1771,Ring ni Kakero 1 Episode: The Pacific War,Ring ni Kakero 1: Nichibei Kessen-hen,Action Sports,63.0,TV,802,Ring ni Kakero 1 Episode: The Pacific War
1773,Fist of the North Star: The Legend of the True Savior: Legend of Raoh: Chapter of Death in Love,Hokuto no Ken: Raoh Gaiden Junai-hen,Action Adventure,70.0,MOVIE,3016,Fist of the North Star: The Legend of the True Savior: Legend of Raoh: Chapter of Death in Love
1810,Shattered Angels,Kyoshiro to Towa no Sora,Drama Romance,57.0,TV,6690,Shattered Angels
1815,Shakugan no Shana: The Movie,Shakugan no Shana Movie,Action Adventure Drama Fantasy Romance Supernatural,71.0,MOVIE,11686,Shakugan no Shana: The Movie
1818,Claymore,CLAYMORE,Action Adventure Fantasy Horror,74.0,TV,108397,Claymore
1826,Deltora Quest,Deltora Quest,Adventure Fantasy,67.0,TV,6452,Deltora Quest
1827,Moribito: Guardian of the Spirit,Seirei no Moribito,Action Adventure Fantasy,79.0,TV,41485,Moribito: Guardian of the Spirit
1828,Catblue Dynamite,CATBLUE: DYNAMITE,Action Fantasy,51.0,ONA,545,Catblue Dynamite
1829,Tales from Earthsea,Ged Senki,Adventure Fantasy,64.0,MOVIE,37823,Tales from Earthsea
1835,Mega Man Star Force,Ryuusei no Rockman,Action Sci-Fi,67.0,TV_SHORT,3285,Mega Man Star Force
